Name,POSNumber,MenuItemUniqueID
Lg Mt Dew,141508,34ac3ffb-c727-4d87-a34b-edcd508ecc08
1.25L Mt Dew,141509,f465582f-ef7d-40dd-abf2-ebf3b29958fa
Reg Solo,141510,66531ea5-b6d9-499c-93bc-efad26fb670b
Lg Solo,141511,46990ec3-a13a-42ea-a362-957fed2ebf41
1.25L Solo,141512,bca75fd6-7a01-4fe3-9fff-b58f6aef7a58
Reg 7Up,141513,c4c28c68-5fe3-459e-a46a-d89f2df00c78
Lg 7Up,141514,1fc0fb4f-47e8-46f3-b5c7-3247c584fc60
1.25L 7Up,141515,07abff32-4dfb-468c-b30d-08607245af58
Reg Pepsi Max,141516,debd0137-f1e3-41fd-95ca-5f02d9029f3a
Lg Pepsi Max,141517,69361086-1cb5-4d9f-b222-4f2f6b62fbe5
1.25L Pepsi Max,141518,50bae2ab-e3d5-4058-959a-c64d30486524
Water 600mL,141519,b4867316-8f93-40c4-8047-6363b47246b5
Sparkling Water,141520,73f42115-10a2-4aad-a225-341aee9a8f14
Apple Juice,141521,39bc51a9-b3e1-4c75-aec4-d01b44a53d0c
Lipton Iced Tea,141522,cb85656f-ac02-4574-bd81-55732b0bce7f
Reg Sunkist,141523,4c47085f-f5eb-499c-9cc0-11116e42d98f
Lg Sunkist,141524,e899bd08-6495-4641-8865-a8d89512944a
1.25L Sunkist,141525,8758ae5a-9cae-44b8-8ef2-848977234b73
_______________,144999,b5f1085e-be21-47e3-aa84-1b20b546d6cc
Kwench Drinks,145000,4ffac52f-63df-4c2e-90ed-09878a184518
Lemonade Sp Man,145001,eb1aad11-9e98-4962-9441-2e8521c632b5
Lemonade Rasp,145002,11667f4e-ae70-4509-b59f-472dec9a487d
Iced Latte,145003,2322ff07-49e8-48cf-bceb-75d024ab295a
Refresh W/Melon,145004,4a72fdf9-c3f3-41b1-81c9-1754aa2d668c
Refresh Cherry,145005,605506a0-6fdd-4aac-a334-e668da231b65
Shake Caramel,145006,1cf1de22-904f-4a98-bc14-631f212e1d9a
Shake Choc Krch,145007,9d1a706b-1997-4a61-877d-85c33eb2579f
Shake Coco Mang,145008,2122944d-0428-4659-9857-0ce37c938f53
Koffee Mocha,145009,cc0b9eb5-75d1-4885-af04-d03f4abed98c
Koffee Caramel,145010,5fff00cd-f36f-48d6-b4ac-713b3cef8bcb
Lemonade Sp Man,145011,3e8e5c04-6737-4ee3-ae8d-5962ae142033
Lemonade Rasp,145012,8def4bfa-4a5b-48a1-9805-1347740aaff5
Iced Latte,145013,2c2980b1-f345-4f08-8c20-faee7f7f9aeb
Refresh W/Melon,145014,7b49576d-e9e8-402d-b9bd-43338156628a
Refresh Cherry,145015,ab101916-4df6-424d-9534-d2cbcee13a1d
Shake Caramel,145016,05be8ac3-7e01-423f-bb34-d212dfdcb562
Shake Choc Krch,145017,5af024cd-4add-4c04-97e5-5788e06afe54
Shake Coco Mang,145018,cb3eebd1-eae5-4a3f-ba33-01a216bb3230
Koffee Mocha,145019,fe762bdc-8f86-4893-8854-24c7e9e50872
Koffee Caramel,145020,45640dbb-0f4b-415a-baf5-b8da15d3b720
*Choose Kwench*,145021,5320166f-962f-4b83-8ac3-ccd6aebb7b61
Pepsi Freeze Fl,145022,33857b63-ece6-466f-99f6-b8850389a5db
Raspberry Freez,145023,eb5829b2-2c18-4650-830d-c26ee4c0bf4d
Mountain Dew Fr,145024,52def7d9-bc53-40e6-a685-2e9e54943364
Sparkling Peach,145025,e03c220b-5de5-4728-b5cd-60922700f143
Lemonade Sp Man,145051,2123653b-2162-47cf-a159-3141d4db105b
Lemonade Rasp,145052,283702e5-d9c3-4180-b35f-b0b4a3369951
Iced Latte,145053,eff54b7b-76be-46fe-b222-dcdf2e6cf51c
Refresh W/Melon,145054,5cff6195-2419-49ca-bdb3-7e5841a1d8e8
Refresh Cherry,145055,1835ca70-9337-46a2-8f8c-5782afb1c313
Shake Caramel,145056,53002646-490b-48dc-b884-7940242706c1
Shake Choc Krch,145057,172a4058-059e-436d-b5c5-8c2c41fbffc8
