ModifierGroup,ModifierGroupUniqueID,ModifierItem,ModifierItemUniqID,POSNumber,ModifierGroup_1,ModifierGroupName,ModifierGroupUniqueID_1,ModifierItem_1,ModifierItemUniqID_1,ModifierItemName
11750,f17aa41c-b530-454b-97bd-01f0656fae67,200005,7c6e8200-86ac-4e10-a578-243bcb73c3f7,100510,11750,Recipe,f17aa41c-b530-454b-97bd-01f0656fae67,200005,BBQ Sauce,7c6e8200-86ac-4e10-a578-243bcb73c3f7
11750,f17aa41c-b530-454b-97bd-01f0656fae67,200009,197020e7-9d42-4f25-9422-f6d60f15a05c,100510,11750,Recipe,f17aa41c-b530-454b-97bd-01f0656fae67,200009,Cheese,197020e7-9d42-4f25-9422-f6d60f15a05c
11750,f17aa41c-b530-454b-97bd-01f0656fae67,200013,0ecd9b60-03ac-43c7-9d8e-3731c141561c,100510,11750,Recipe,f17aa41c-b530-454b-97bd-01f0656fae67,200013,Bacon,0ecd9b60-03ac-43c7-9d8e-3731c141561c
11763,103702d9-984f-4d98-8d33-5103c87c365b,170512,a948d4db-2acc-43a4-ab82-1a7ff5dc6067,100510,11763,Flt/Tender Swap,103702d9-984f-4d98-8d33-5103c87c365b,170512,2xOC Fillets,a948d4db-2acc-43a4-ab82-1a7ff5dc6067
